customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,clusters,RFM_Score,customer_profile
2983.0,Hilario,Magrane,Male,2.0,1985-01-26,Human Resources Manager,Retail,Mass Customer,N,Yes,17.0,0,8,Mid Value
2984.0,Frances,Mishaw,Female,48.0,1959-05-23,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,Yes,13.0,0,9,Mid-Low Value
2985.0,Kerby,Nesfield,Male,69.0,1986-10-14,Sales Representative,Retail,Affluent Customer,N,Yes,14.0,0,5,High-Mid Value
2986.0,Ettore,Bere,Male,60.0,1980-09-01,,Financial Services,Mass Customer,N,No,13.0,0,7,High-Mid Value
2987.0,Riane,Schultes,Female,51.0,1984-11-21,Media Manager II,,High Net Worth,N,Yes,4.0,0,9,Mid-Low Value
2988.0,Darrelle,Michie,Female,20.0,1998-02-02,Administrative Officer,,Mass Customer,N,Yes,1.0,0,8,Mid Value
2989.0,Mort,,Male,37.0,2000-10-25,Dental Hygienist,Health,High Net Worth,N,Yes,2.0,0,6,High-Mid Value
2990.0,Brice,Martinuzzi,Male,65.0,1978-03-16,GIS Technical Architect,Argiculture,High Net Worth,N,No,8.0,0,6,High-Mid Value
2991.0,Fred,Catanheira,Female,48.0,1964-06-27,Desktop Support Technician,Financial Services,Mass Customer,N,No,11.0,0,10,Mid-Low Value
2992.0,Crystal,Assur,Female,26.0,1974-05-31,Clinical Specialist,Health,Mass Customer,N,Yes,10.0,0,6,High-Mid Value
2993.0,Blinnie,Hazelden,Female,85.0,1995-03-07,Graphic Designer,Financial Services,Affluent Customer,N,No,4.0,0,5,High-Mid Value
2994.0,Karlen,Iacovacci,Female,26.0,1976-08-30,Accountant II,Manufacturing,Mass Customer,N,Yes,18.0,0,8,Mid Value
2995.0,Garvin,Cunradi,Male,60.0,1997-01-14,,Health,Mass Customer,N,Yes,2.0,0,5,High-Mid Value
2996.0,Jerrylee,Shinfield,Female,67.0,1967-05-05,Cost Accountant,Financial Services,Mass Customer,N,No,14.0,0,7,High-Mid Value
2997.0,Jo-ann,Carlile,Female,57.0,1973-05-17,Computer Systems Analyst II,Health,Affluent Customer,N,No,10.0,0,10,Mid-Low Value
2998.0,Quintana,Housley,Female,34.0,2000-12-19,Nurse Practicioner,Manufacturing,High Net Worth,N,Yes,2.0,0,8,Mid Value
3000.0,Tann,McCard,Male,28.0,1974-05-15,Compensation Analyst,Financial Services,Affluent Customer,N,No,22.0,0,9,Mid-Low Value
3001.0,Gal,Waleran,Male,48.0,1977-07-22,Engineer IV,Argiculture,Mass Customer,N,No,20.0,0,11,Low Value
3002.0,Tracey,Verdun,Male,62.0,1956-12-06,Paralegal,Financial Services,Mass Customer,N,Yes,16.0,0,8,Mid Value
3003.0,Brita,Tupie,Female,72.0,1963-05-02,Web Developer I,Retail,Mass Customer,N,Yes,4.0,0,9,Mid-Low Value
3004.0,Waylon,Hammant,Male,82.0,1955-02-20,Research Assistant II,Health,Mass Customer,N,Yes,16.0,0,9,Mid-Low Value
3005.0,Rafaellle,Tantrum,Male,36.0,1969-01-05,Human Resources Manager,Property,Affluent Customer,N,Yes,8.0,0,8,Mid Value
3006.0,Ariel,Dillingston,Female,72.0,1988-12-06,,,Mass Customer,N,Yes,21.0,0,8,Mid Value
3007.0,Tudor,Pepper,Male,38.0,1973-05-22,Environmental Tech,Manufacturing,Mass Customer,N,No,16.0,0,5,High-Mid Value
3008.0,Etta,Criag,Female,40.0,1982-05-13,,Health,High Net Worth,N,Yes,17.0,0,5,High-Mid Value
3009.0,Hephzibah,Cliffe,Female,11.0,1977-04-02,,Health,High Net Worth,N,Yes,14.0,0,12,Low Value
3010.0,Tobye,Cock,Female,16.0,1970-05-20,,,Affluent Customer,N,No,5.0,0,11,Low Value
3011.0,Robena,Barks,Female,84.0,1994-05-11,Staff Scientist,Financial Services,High Net Worth,N,No,3.0,0,7,High-Mid Value
3013.0,Lorain,Eddisforth,Female,94.0,1968-07-28,Office Assistant III,Property,High Net Worth,N,No,6.0,0,5,High-Mid Value
3014.0,Terrijo,Merlin,Female,59.0,2001-03-30,Software Engineer II,,High Net Worth,N,No,1.0,0,6,High-Mid Value
3015.0,Queenie,Flips,Female,25.0,2000-09-02,Assistant Manager,Retail,Affluent Customer,N,No,1.0,0,6,High-Mid Value
3016.0,Forster,Bumford,Male,25.0,1985-08-11,Analog Circuit Design manager,Financial Services,High Net Worth,N,No,11.0,0,4,High Value
3017.0,Jason,De Lorenzo,Male,88.0,1955-10-05,Operator,Financial Services,Affluent Customer,N,No,7.0,0,6,High-Mid Value
3018.0,Ainsley,Nissle,Female,16.0,1971-08-24,Recruiter,,High Net Worth,N,Yes,15.0,0,10,Mid-Low Value
3019.0,Alonso,Ceyssen,Male,98.0,1986-02-02,Community Outreach Specialist,Manufacturing,Affluent Customer,N,Yes,14.0,0,8,Mid Value
3020.0,Witty,McArthur,Male,13.0,1965-12-24,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,10.0,0,7,High-Mid Value
3021.0,Parker,Lukacs,Male,4.0,1983-01-18,,,Mass Customer,N,No,9.0,0,9,Mid-Low Value
3022.0,Gert,Kurtis,Female,21.0,1988-08-23,,,High Net Worth,N,No,8.0,0,6,High-Mid Value
3023.0,Rikki,Bernet,Female,37.0,1994-12-09,Accountant I,IT,High Net Worth,N,Yes,7.0,0,12,Low Value
3024.0,Franz,Craddy,Male,86.0,1959-01-08,,Health,Mass Customer,N,No,12.0,0,9,Mid-Low Value
3025.0,Osgood,Stolting,Male,27.0,1977-04-23,Compensation Analyst,Financial Services,Mass Customer,N,Yes,9.0,0,12,Low Value
3026.0,Minda,Pendrid,Female,11.0,1988-11-21,Account Representative III,Property,Mass Customer,N,Yes,5.0,0,9,Mid-Low Value
3027.0,Augy,Rudall,Male,83.0,1977-10-30,Research Nurse,Health,Mass Customer,N,Yes,5.0,1,10,Mid-Low Value
3028.0,Leandra,Schubert,Female,67.0,1956-07-07,General Manager,Manufacturing,High Net Worth,N,No,20.0,1,10,Mid-Low Value
3029.0,Timmie,Gori,Male,85.0,1978-07-17,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,13.0,1,10,Mid-Low Value
3030.0,Flor,Agnew,Female,68.0,1998-05-21,Technical Writer,Manufacturing,Affluent Customer,N,No,3.0,1,9,Mid-Low Value
3031.0,Diego,Bertelmot,Male,95.0,1996-02-02,Staff Scientist,Health,Mass Customer,N,Yes,5.0,1,6,High-Mid Value
3032.0,Renado,Wonfor,Male,53.0,1992-08-02,Analog Circuit Design manager,Health,Affluent Customer,N,Yes,5.0,1,5,High-Mid Value
3033.0,Danielle,Kener,Female,60.0,1979-03-17,Administrative Officer,Financial Services,High Net Worth,N,No,12.0,1,9,Mid-Low Value
3034.0,Mara,Tofanini,Female,54.0,1956-09-09,Web Designer IV,Manufacturing,Mass Customer,N,Yes,18.0,1,10,Mid-Low Value
3035.0,Sigfrid,Caldecot,Male,98.0,1980-04-15,Associate Professor,Health,High Net Worth,N,No,13.0,1,7,High-Mid Value
3036.0,Windy,Orehead,Female,24.0,1977-04-17,Business Systems Development Analyst,Property,Affluent Customer,N,Yes,11.0,2,8,Mid Value
3037.0,Leanora,Isles,Female,30.0,1971-10-27,Legal Assistant,Financial Services,High Net Worth,N,Yes,18.0,2,11,Low Value
3038.0,Hermione,,Female,45.0,1958-04-08,Senior Developer,,High Net Worth,N,No,13.0,2,10,Mid-Low Value
3039.0,Coralie,Guitonneau,Female,52.0,1968-07-28,,Financial Services,Affluent Customer,N,No,18.0,2,6,High-Mid Value
3040.0,Kameko,Kinrade,Female,87.0,1966-11-28,General Manager,Retail,Mass Customer,N,No,5.0,2,11,Low Value
3041.0,Sherrie,Kingaby,Female,20.0,1974-03-12,Physical Therapy Assistant,Retail,Mass Customer,N,Yes,11.0,2,11,Low Value
3042.0,Barris,Trayton,Male,76.0,1971-03-17,Engineer II,Property,High Net Worth,N,Yes,15.0,2,7,High-Mid Value
3043.0,Kelcey,Argontt,Female,21.0,1981-08-03,Legal Assistant,,Mass Customer,N,Yes,18.0,2,7,High-Mid Value
3044.0,Russell,Brittoner,Male,59.0,1990-04-11,Occupational Therapist,Health,Affluent Customer,N,Yes,19.0,2,3,High Value
3045.0,Renato,Mungham,Male,52.0,1996-10-02,Cost Accountant,Financial Services,Affluent Customer,N,Yes,2.0,2,7,High-Mid Value
3046.0,Shela,Ridgers,Female,53.0,1964-06-07,Programmer Analyst III,Manufacturing,Affluent Customer,N,No,18.0,2,8,Mid Value
3047.0,Eddy,Cossans,Male,20.0,1962-01-14,Speech Pathologist,Retail,Mass Customer,N,Yes,19.0,2,7,High-Mid Value
3048.0,Kenon,Messruther,Male,38.0,1969-05-27,Legal Assistant,Manufacturing,Mass Customer,N,No,16.0,2,6,High-Mid Value
3049.0,Tristam,O'Fallone,Male,72.0,1967-07-15,,Property,High Net Worth,N,Yes,12.0,2,11,Low Value
3050.0,Dinnie,Worsom,Female,90.0,1997-12-04,,,High Net Worth,N,No,5.0,2,7,High-Mid Value
3051.0,Edi,Lugton,Female,81.0,1973-06-06,,Manufacturing,Affluent Customer,N,Yes,7.0,1,9,Mid-Low Value
3052.0,Lisetta,,Female,72.0,1976-09-08,Teacher,,Mass Customer,N,No,18.0,1,8,Mid Value
3053.0,Susie,,Female,67.0,1984-09-12,Account Coordinator,Retail,High Net Worth,N,No,17.0,1,9,Mid-Low Value
3054.0,Marieann,Wickey,Female,94.0,1965-07-14,Operator,Manufacturing,Affluent Customer,N,No,16.0,1,5,High-Mid Value
3055.0,Viki,Drache,Female,96.0,1999-08-23,General Manager,,Mass Customer,N,Yes,2.0,1,7,High-Mid Value
3056.0,Catlin,Storm,Female,43.0,1968-05-27,Health Coach II,Entertainment,Mass Customer,N,No,18.0,1,9,Mid-Low Value
3057.0,Mel,Shoebottom,Female,96.0,1976-03-28,Executive Secretary,,Mass Customer,N,No,9.0,1,7,High-Mid Value
3058.0,Hamnet,Kibblewhite,Male,67.0,1986-10-10,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,16.0,2,4,High Value
3059.0,Hercules,Klewi,Male,83.0,1958-06-09,Accountant IV,,Mass Customer,N,No,17.0,2,9,Mid-Low Value
3060.0,Milton,Gorini,Male,28.0,1982-09-14,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,2,5,High-Mid Value
3061.0,Evie,Bendtsen,Female,51.0,1991-03-18,Office Assistant IV,Manufacturing,Affluent Customer,N,Yes,3.0,2,8,Mid Value
3062.0,Lesley,Ruskin,Male,78.0,1962-11-09,Civil Engineer,Manufacturing,Mass Customer,N,No,13.0,2,7,High-Mid Value
3063.0,Andrea,Wildber,Male,74.0,1999-11-04,VP Sales,Financial Services,Affluent Customer,N,No,2.0,0,9,Mid-Low Value
3064.0,Zach,Billison,Male,96.0,1995-06-14,Product Engineer,Financial Services,Affluent Customer,N,Yes,4.0,0,10,Mid-Low Value
3065.0,Winna,Brusle,Female,88.0,1978-01-05,Recruiter,Financial Services,High Net Worth,N,Yes,13.0,0,9,Mid-Low Value
3066.0,Renell,Bellocht,Female,29.0,1995-01-14,Paralegal,Financial Services,Affluent Customer,N,Yes,2.0,0,10,Mid-Low Value
3067.0,Veronique,Wash,Female,8.0,1991-01-13,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,9.0,0,6,High-Mid Value
3068.0,Gill,Branney,Female,88.0,1990-12-07,Automation Specialist I,Manufacturing,Affluent Customer,N,No,1.0,0,9,Mid-Low Value
3069.0,Phylis,Traves,Female,59.0,1988-08-12,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,12.0,0,11,Low Value
3070.0,Malissia,Minthorpe,Female,74.0,1998-07-27,Account Executive,Health,Affluent Customer,N,Yes,1.0,0,11,Low Value
3071.0,Shirlee,Murdoch,Female,59.0,1989-12-25,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,12.0,2,11,Low Value
3072.0,Roma,Prettjohn,Male,87.0,1979-04-12,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,10.0,2,7,High-Mid Value
3073.0,Hernando,Farnham,Male,16.0,1967-04-12,Nurse,Telecommunications,Affluent Customer,N,No,17.0,2,12,Low Value
3074.0,Tracie,Grishaev,Male,31.0,1969-02-18,VP Quality Control,Health,Mass Customer,N,Yes,12.0,2,3,High Value
3075.0,Corty,Debell,Male,36.0,1959-10-24,,Entertainment,Mass Customer,N,Yes,16.0,2,8,Mid Value
3076.0,Merna,Eyers,Female,9.0,1991-10-01,Professor,Health,Mass Customer,N,Yes,4.0,2,9,Mid-Low Value
3077.0,Emelen,Gillopp,Male,19.0,2000-08-11,Information Systems Manager,Manufacturing,Affluent Customer,N,No,2.0,0,7,High-Mid Value
3078.0,Mariel,Blacksell,Female,54.0,1982-08-16,Safety Technician III,Retail,Mass Customer,N,No,7.0,0,11,Low Value
3079.0,Yorker,McKevany,Male,34.0,1959-11-18,Legal Assistant,Retail,Mass Customer,N,Yes,20.0,0,12,Low Value
3080.0,Christoforo,Santus,Male,87.0,1958-10-06,Graphic Designer,Financial Services,High Net Worth,N,No,10.0,0,4,High Value
3081.0,Dodi,Volker,Female,61.0,1971-07-25,Mechanical Systems Engineer,,High Net Worth,N,Yes,9.0,0,7,High-Mid Value
3082.0,Emlyn,Maile,Male,68.0,1997-03-28,,Manufacturing,Mass Customer,N,Yes,2.0,0,8,Mid Value
3083.0,Cirillo,Duprey,Male,44.0,1971-10-17,,,Mass Customer,N,Yes,12.0,0,10,Mid-Low Value
3084.0,Birgit,Dowers,Female,57.0,1959-07-16,Staff Scientist,Financial Services,Affluent Customer,N,Yes,16.0,2,8,Mid Value
3085.0,Kaleb,Eslemont,Male,91.0,1978-01-21,Accountant IV,,Affluent Customer,N,No,5.0,2,7,High-Mid Value
3087.0,Gerry,Scatcher,Male,64.0,1986-04-02,Social Worker,Health,Mass Customer,N,No,9.0,2,7,High-Mid Value
3088.0,Hilarius,Trenbey,Male,92.0,1974-05-09,,Retail,Affluent Customer,N,Yes,17.0,2,8,Mid Value
3089.0,Wood,Nathan,Male,27.0,2000-02-24,Web Developer III,Manufacturing,Affluent Customer,N,Yes,2.0,0,6,High-Mid Value
3090.0,Zared,Pinchback,Male,81.0,1964-12-06,Operator,Manufacturing,Mass Customer,N,No,8.0,0,8,Mid Value
3091.0,Guenevere,Treffry,Female,88.0,1995-08-13,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,3.0,0,12,Low Value
3092.0,Hallie,Blackden,Female,8.0,1972-12-17,Statistician IV,,Affluent Customer,N,No,9.0,0,12,Low Value
3093.0,Harwilll,Crimes,Male,31.0,1992-04-01,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,6.0,0,8,Mid Value
3094.0,Izak,Andreutti,Male,51.0,1989-05-28,Biostatistician II,,Mass Customer,N,Yes,17.0,2,9,Mid-Low Value
3095.0,Joachim,,Male,14.0,1998-10-11,Staff Accountant IV,Retail,High Net Worth,N,Yes,2.0,2,9,Mid-Low Value
3096.0,Lulu,Cabane,Female,32.0,1973-06-28,Associate Professor,Financial Services,Mass Customer,N,No,10.0,2,7,High-Mid Value
3097.0,Alessandro,Casley,Male,2.0,1978-05-09,Actuary,Financial Services,Affluent Customer,N,Yes,19.0,2,7,High-Mid Value
3098.0,Tiff,Ovett,Female,77.0,1980-07-15,Dental Hygienist,Health,Mass Customer,N,No,12.0,2,6,High-Mid Value
3099.0,Shelli,Benitti,Female,73.0,1996-11-26,,Retail,Mass Customer,N,Yes,3.0,2,10,Mid-Low Value
3100.0,Peggy,Wrankling,Female,19.0,1954-02-09,Recruiter,,Mass Customer,N,No,7.0,2,5,High-Mid Value
3101.0,Paxton,Lermit,Male,68.0,1987-08-27,Geological Engineer,Manufacturing,High Net Worth,N,No,12.0,2,8,Mid Value
3102.0,Paquito,Maitland,Male,37.0,1990-06-04,Assistant Manager,Property,Affluent Customer,N,No,2.0,2,8,Mid Value
3103.0,Shaylah,Hatchell,Female,5.0,1953-10-21,Safety Technician II,Retail,Mass Customer,N,No,20.0,2,5,High-Mid Value
3104.0,Diahann,Blundan,Female,19.0,1994-11-30,Business Systems Development Analyst,Property,Mass Customer,N,Yes,2.0,2,9,Mid-Low Value
3105.0,Bryn,Rycraft,Male,88.0,1965-10-14,Teacher,Health,Mass Customer,N,No,12.0,2,6,High-Mid Value
3106.0,Yetty,Conneely,Female,13.0,1989-06-03,,Financial Services,Mass Customer,N,Yes,21.0,2,10,Mid-Low Value
3107.0,Dell,Tremathick,Female,98.0,1960-08-15,Legal Assistant,,High Net Worth,N,No,9.0,2,8,Mid Value
3108.0,Trip,Ahmed,Male,94.0,1967-10-01,Accounting Assistant III,Entertainment,Mass Customer,N,No,10.0,2,5,High-Mid Value
3109.0,Jeralee,Domleo,Female,75.0,1958-06-23,Automation Specialist II,Health,Mass Customer,N,Yes,10.0,2,9,Mid-Low Value
3110.0,Fabien,Iacapucci,Male,14.0,1994-02-11,Community Outreach Specialist,IT,Affluent Customer,N,Yes,8.0,2,9,Mid-Low Value
3111.0,Maxwell,Blabber,Male,42.0,1997-03-11,Associate Professor,Financial Services,Mass Customer,N,Yes,4.0,2,10,Mid-Low Value
3112.0,Terri,Gornal,Male,41.0,2001-04-22,Internal Auditor,Retail,High Net Worth,N,Yes,1.0,2,6,High-Mid Value
3113.0,Wenonah,Lethabridge,Female,52.0,1969-12-06,Teacher,Property,Mass Customer,N,Yes,18.0,2,9,Mid-Low Value
3114.0,Judah,Prime,Male,48.0,1974-09-05,Teacher,IT,Mass Customer,N,Yes,18.0,2,8,Mid Value
3115.0,Rip,Spiers,Male,40.0,1981-02-26,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8.0,2,10,Mid-Low Value
3116.0,Correy,Loynes,Male,16.0,1978-06-29,,Health,Mass Customer,N,No,7.0,2,10,Mid-Low Value
3117.0,Nisse,Marriage,Female,68.0,1995-06-11,Cost Accountant,Financial Services,Affluent Customer,N,Yes,6.0,2,5,High-Mid Value
3118.0,Cleveland,Coxon,Male,54.0,1993-01-22,Occupational Therapist,Health,High Net Worth,N,No,9.0,2,4,High Value
3119.0,Earle,Frisby,Male,13.0,1960-01-11,,,High Net Worth,N,No,19.0,2,7,High-Mid Value
3120.0,Lauree,O'Donnell,Female,89.0,1979-02-04,Clinical Specialist,Health,Mass Customer,N,Yes,10.0,2,5,High-Mid Value
3121.0,Mahmoud,Batterbee,Male,82.0,1959-05-11,Data Coordiator,Manufacturing,Mass Customer,N,No,19.0,2,7,High-Mid Value
3122.0,Cthrine,Orans,Female,17.0,1980-08-17,,Manufacturing,High Net Worth,N,Yes,15.0,1,8,Mid Value
3123.0,Tina,Riggulsford,Female,71.0,1976-08-17,Dental Hygienist,Health,High Net Worth,N,No,20.0,1,8,Mid Value
3124.0,Anastasie,Le Grand,Female,73.0,1981-02-03,Account Executive,Retail,High Net Worth,N,Yes,9.0,1,9,Mid-Low Value
3125.0,Krystyna,Scarasbrick,Female,2.0,1978-08-21,Social Worker,Health,High Net Worth,N,Yes,5.0,1,9,Mid-Low Value
3126.0,Bondon,Deeley,Male,7.0,1986-10-16,Statistician IV,Financial Services,High Net Worth,N,No,12.0,1,6,High-Mid Value
3127.0,Tucker,Lewsley,Male,39.0,1971-01-31,Research Nurse,Health,Mass Customer,N,No,10.0,2,6,High-Mid Value
3128.0,Betteanne,Alldread,Female,96.0,1965-06-26,Geological Engineer,Manufacturing,High Net Worth,N,Yes,16.0,2,10,Mid-Low Value
3129.0,Leola,Mandrier,Female,44.0,1955-09-25,Analog Circuit Design manager,Property,High Net Worth,N,Yes,11.0,2,8,Mid Value
3130.0,Krissy,Robard,Female,53.0,1971-01-25,VP Product Management,Telecommunications,Mass Customer,N,No,17.0,2,6,High-Mid Value
3131.0,Sybilla,O' Markey,Female,63.0,1999-02-24,,Retail,Affluent Customer,N,Yes,3.0,2,8,Mid Value
3132.0,Nicko,Artois,Male,33.0,1975-04-15,Sales Representative,Retail,Mass Customer,N,Yes,7.0,2,6,High-Mid Value
3133.0,Eda,MacCheyne,Female,89.0,1999-05-10,Quality Control Specialist,Manufacturing,Mass Customer,N,No,2.0,1,6,High-Mid Value
3134.0,Pierette,Roseman,Female,53.0,1995-01-20,,Manufacturing,Mass Customer,N,No,5.0,1,8,Mid Value
3135.0,Titus,Worsall,Male,83.0,1962-01-14,Staff Scientist,Financial Services,Mass Customer,N,No,16.0,1,9,Mid-Low Value
3136.0,Leonardo,Brennon,Male,60.0,1998-08-25,Marketing Manager,Retail,Mass Customer,N,Yes,3.0,1,8,Mid Value
3137.0,Cathlene,,Female,48.0,1993-03-13,Web Designer III,,Mass Customer,N,No,9.0,2,10,Mid-Low Value
3138.0,Wait,Pardey,Male,34.0,1971-02-19,Paralegal,Financial Services,Mass Customer,N,Yes,6.0,2,7,High-Mid Value
3139.0,Pail,De Blasi,Male,65.0,1973-06-13,Paralegal,Financial Services,High Net Worth,N,Yes,17.0,2,8,Mid Value
3140.0,Britt,Muddimer,Female,2.0,1985-06-11,Legal Assistant,Manufacturing,High Net Worth,N,No,16.0,2,11,Low Value
3141.0,Esmaria,Kiernan,Female,92.0,1995-11-04,Associate Professor,Retail,Mass Customer,N,Yes,3.0,2,9,Mid-Low Value
3142.0,Hubert,Kliner,Male,98.0,1992-08-04,Electrical Engineer,Manufacturing,Mass Customer,N,No,6.0,2,8,Mid Value
3143.0,Corabelle,Streatfeild,Female,0.0,1996-10-24,Chief Design Engineer,Manufacturing,Mass Customer,N,No,5.0,2,8,Mid Value
3144.0,Ringo,Everson,Male,94.0,1978-10-29,Programmer Analyst III,Manufacturing,Mass Customer,N,Yes,8.0,2,10,Mid-Low Value
3145.0,Gar,Barnewille,Male,17.0,1978-06-17,Paralegal,Financial Services,High Net Worth,N,Yes,7.0,2,8,Mid Value
3146.0,Fredrika,Kleinmintz,Female,79.0,1978-01-28,Project Manager,Property,Mass Customer,N,No,15.0,2,8,Mid Value
3147.0,Bonnee,Farley,Female,21.0,1976-10-02,,Retail,Affluent Customer,N,Yes,17.0,2,6,High-Mid Value
3148.0,Berky,Degoix,Male,11.0,1974-10-09,Human Resources Assistant IV,,High Net Worth,N,Yes,10.0,2,6,High-Mid Value
3149.0,Caprice,Pack,Female,31.0,1980-09-03,Tax Accountant,,Affluent Customer,N,Yes,5.0,2,9,Mid-Low Value
3150.0,Morissa,Wolfendell,Female,66.0,1991-10-07,Sales Associate,Financial Services,Mass Customer,N,No,5.0,2,10,Mid-Low Value
3152.0,Lettie,McGenis,Female,6.0,1999-06-07,Teacher,Financial Services,High Net Worth,N,Yes,3.0,2,8,Mid Value
3153.0,Hannis,Jakubovits,Female,87.0,1973-12-30,Compensation Analyst,Financial Services,High Net Worth,N,No,15.0,2,10,Mid-Low Value
3154.0,Angil,Ellesmere,Female,63.0,1957-11-21,Desktop Support Technician,Telecommunications,Mass Customer,N,Yes,19.0,2,8,Mid Value
3155.0,Tiphani,Fritz,Female,88.0,1976-12-25,Office Assistant I,IT,Affluent Customer,N,Yes,21.0,2,8,Mid Value
3156.0,Bearnard,Letixier,Male,23.0,1976-09-28,,Financial Services,Mass Customer,N,No,4.0,2,9,Mid-Low Value
3157.0,Hurlee,Fasson,Male,46.0,1997-07-19,,Retail,Mass Customer,N,Yes,1.0,2,6,High-Mid Value
3158.0,Korey,Lansbury,Male,27.0,1970-05-02,VP Quality Control,Telecommunications,Mass Customer,N,Yes,12.0,2,8,Mid Value
3159.0,Jesus,MacShirie,Male,16.0,1967-02-01,,Financial Services,Affluent Customer,N,No,12.0,2,9,Mid-Low Value
3160.0,Eadmund,Braycotton,Male,87.0,1978-07-03,Mechanical Systems Engineer,IT,Mass Customer,N,No,21.0,2,9,Mid-Low Value
3161.0,Cindie,Naldrett,Female,71.0,1977-02-16,,Financial Services,Mass Customer,N,Yes,4.0,2,12,Low Value
3162.0,Deanne,Delacour,Female,76.0,1978-02-24,Media Manager IV,Argiculture,Mass Customer,N,Yes,15.0,2,10,Mid-Low Value
3163.0,Irvine,Mc Mechan,Male,38.0,1968-06-01,Environmental Specialist,Argiculture,Affluent Customer,N,No,19.0,2,9,Mid-Low Value
3164.0,Hortensia,Rainger,Female,53.0,1986-01-14,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14.0,2,11,Low Value
3165.0,Vyky,Coppen,Female,56.0,1975-05-18,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,10.0,2,11,Low Value
3166.0,Bronson,Plowman,Male,96.0,1955-05-11,Social Worker,Health,Mass Customer,N,No,20.0,2,5,High-Mid Value
3167.0,Vernor,Stedall,Male,36.0,1995-01-20,Web Designer IV,Property,Mass Customer,N,No,5.0,0,9,Mid-Low Value
3168.0,Johan,Dudderidge,Male,89.0,1976-02-16,Assistant Manager,Health,Affluent Customer,N,No,22.0,0,8,Mid Value
3169.0,Maxim,Chavrin,Male,96.0,1964-01-12,Payment Adjustment Coordinator,IT,Mass Customer,N,Yes,19.0,0,5,High-Mid Value
3170.0,Bethanne,Kytter,Female,67.0,1968-01-26,Nurse Practicioner,Entertainment,Mass Customer,N,No,11.0,0,7,High-Mid Value
3171.0,Leif,,Male,36.0,1967-05-23,Account Coordinator,Financial Services,Affluent Customer,N,Yes,10.0,0,11,Low Value
3172.0,Marje,Kennewell,Female,69.0,1961-12-17,,Retail,Affluent Customer,N,No,5.0,0,9,Mid-Low Value
3173.0,Angelo,,Male,55.0,2001-10-10,Computer Systems Analyst I,Health,Mass Customer,N,Yes,1.0,0,6,High-Mid Value
3174.0,Odele,Blackmore,Female,67.0,1976-11-16,Research Associate,Financial Services,Affluent Customer,N,No,9.0,1,9,Mid-Low Value
3175.0,Alphard,Cradduck,Male,82.0,1984-12-30,Operator,Health,Mass Customer,N,No,16.0,1,12,Low Value
3176.0,Rafe,Antoniak,Male,60.0,1977-12-04,Physical Therapy Assistant,,Affluent Customer,N,No,16.0,1,8,Mid Value
3177.0,Titos,Scanes,Male,93.0,1978-05-07,Database Administrator IV,,Affluent Customer,N,No,6.0,1,11,Low Value
3178.0,Gan,Marrion,Male,21.0,1971-09-28,VP Quality Control,Retail,Mass Customer,N,Yes,9.0,1,7,High-Mid Value
3179.0,Jarid,Redwood,Male,87.0,1979-11-04,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17.0,1,9,Mid-Low Value
3180.0,Gage,,Male,96.0,1974-06-14,Business Systems Development Analyst,IT,Mass Customer,N,Yes,19.0,1,11,Low Value
3181.0,Ferd,Chominski,Male,39.0,1976-09-29,Senior Editor,Financial Services,High Net Worth,N,No,6.0,0,3,High Value
3182.0,Catherina,Hammel,Female,50.0,1967-10-03,,Financial Services,Affluent Customer,N,No,15.0,0,12,Low Value
3183.0,Craig,Phethean,Male,64.0,1974-06-19,Junior Executive,Health,Mass Customer,N,No,14.0,0,8,Mid Value
3184.0,Marlee,Brundle,Female,2.0,1976-11-08,Civil Engineer,Manufacturing,Affluent Customer,N,Yes,7.0,0,7,High-Mid Value
3185.0,Duky,Crichley,Male,25.0,1956-01-18,Senior Financial Analyst,Financial Services,Mass Customer,N,No,10.0,0,9,Mid-Low Value
3186.0,Rora,Warre,Female,22.0,1997-05-09,,,Mass Customer,N,Yes,2.0,0,6,High-Mid Value
3187.0,Samuele,Roycroft,Male,75.0,1974-05-12,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,14.0,0,9,Mid-Low Value
3188.0,Boyd,,Male,94.0,1999-07-07,Actuary,Financial Services,Mass Customer,N,No,1.0,0,12,Low Value
3189.0,Abbott,Knaggs,Male,40.0,1963-03-01,Environmental Specialist,Financial Services,Mass Customer,N,No,11.0,0,10,Mid-Low Value
